0.000000 98.500000 0.000000
0.001429 98.499902 0.000001
0.002857 98.499804 0.000002
0.004286 98.499706 0.000003
0.005714 98.499608 0.000004
0.007143 98.499510 0.000005
0.008571 98.499412 0.000006
0.010000 98.499314 0.000007
0.011429 98.499216 0.000008
0.012857 98.499118 0.000009
0.014286 98.499020 0.000010
0.015714 98.498922 0.000011
0.017143 98.498824 0.000012
0.018571 98.498726 0.000013
0.020000 98.498628 0.000014
0.021429 98.498530 0.000015
0.022857 98.498432 0.000016
0.024286 98.498334 0.000017
0.025714 98.498236 0.000018
0.027143 98.498138 0.000019
0.028571 98.498040 0.000020
0.030000 98.497942 0.000021
0.031429 98.497844 0.000022
0.032857 98.497746 0.000023
0.034286 98.497648 0.000024
0.035714 98.497550 0.000025
0.037143 98.497452 0.000026
0.038571 98.497354 0.000027
0.040000 98.497256 0.000028
0.041429 98.497158 0.000029
0.042857 98.497060 0.000030
0.044286 98.496962 0.000031
0.045714 98.496864 0.000032
0.047143 98.496766 0.000033
0.048571 98.496668 0.000034
0.050000 98.496570 0.000035
0.051429 98.496472 0.000036
0.052857 98.496374 0.000037
0.054286 98.496276 0.000038
0.055714 98.496178 0.000039
0.057143 98.496080 0.000040
0.058571 98.495982 0.000041
0.060000 98.495884 0.000042
0.061429 98.495786 0.000043
0.062857 98.495688 0.000044
0.064286 98.495590 0.000045
0.065714 98.495492 0.000046
0.067143 98.495394 0.000047
0.068571 98.495296 0.000048
0.070000 98.495198 0.000049
0.071429 98.495100 0.000050
0.072857 98.495002 0.000051
0.074286 98.494904 0.000052
0.075714 98.494806 0.000053
0.077143 98.494708 0.000054
0.078571 98.494610 0.000055
0.080000 98.494512 0.000056
0.081429 98.494414 0.000057
0.082857 98.494316 0.000058
0.084286 98.494218 0.000059
0.085714 98.494120 0.000060
0.087143 98.494022 0.000061
0.088571 98.493924 0.000062
0.090000 98.493826 0.000063
0.091429 98.493728 0.000064
0.092857 98.493630 0.000065
0.094286 98.493532 0.000066
0.095714 98.493434 0.000067
0.097143 98.493336 0.000068
0.098571 98.493238 0.000069
0.100000 98.493140 0.000070
0.101429 98.493042 0.000071
0.102857 98.492944 0.000072
0.104286 98.492846 0.000073
0.105714 98.492748 0.000074
0.107143 98.492650 0.000075
0.108571 98.492552 0.000076
0.110000 98.492454 0.000077
0.111429 98.492356 0.000078
0.112857 98.492258 0.000079
0.114286 98.492160 0.000080
0.115714 98.492062 0.000081
0.117143 98.491964 0.000082
0.118571 98.491866 0.000083
